Artist,Lyrics,Genre
مروان بابلو,"هنروح اكننا في مركب نوحهنروح اكننا في مركب نوحليله ليله ليله هووليله ليله ليله هووالجميزه
الجميزه الجميزه الجميزه الجميزهانا هاروحانا هاروحانا هاروروروح للجميزهتقلب ميغه تقلب ميغه
احنا نصنع انت تقلددي المشكله دي المشكلهصعب تمسك فيا اصاحبيانا زءبق انا زءبقدي المشكله انا هاروحانا هاروروروح للجميزه
مفيش مزمار و هنروحوا الليلهمفيش انذار احنا هنغربلهاكله اختار بس احنا هنقسمهاانت هزارزارزار
دي المشكله دي المشكلهسيبونا نحلو المسالاتهسيب ايدي عالزنادهضرب طلق كله ماتالله يسامح اللي ساب
كله عدي كله فاتعايزين نعمل الوفاتعايزين عيشه من النضيفهعايز اصاحب المضيفهكلميني ايه الكلامهسوقهالكو باللسان
اعمل جنايه اعمل مصيبههنتسبب في حريقههنفتحوا البباندكر قابلني في الميدانكبريت بنولع في العيدان
هنقفلوا في الكلامهنطلعوا للسحابمفيش مزمار و هنروحوا الليلهمفيش انذار احنا هنغربلهاكله اختار بس احنا هنقسمها
انت هزارزارزاردي المشكله دي المشكلهمليون فرصه و رميناميه حوار و هندلناوقعنا اصاحبي كتير
قلنا دا النصيببس ربك قومنا بس ربك قومناقالك دا النظامنزللي الحيطانو اتحولنا مانديلااتحولنا مانديلاالجميزه الجميزه الجميزهالجميزه الجميزهانا هاروح انا هاروحانا هاروروروح للجميزه",0
مروان بابلو,"عوزت فـ مره الاقي نفسيكسرت سن طلعلي ناباللي شوفته مني دا الغلافصعب افتحلك الكتابسهل افتحلك النفوخ
ومعلش هتخلص الخلافومعلش هتخلص الخلافومعلش هتخلص الخلافربي قالي متتحوجش لعبدواوعي تروح لغيري فـ يوم وتلجا
محدش فيهم راح حيسمعمهما تنادي ومهما تزعقمختلفين وعلينا العينسكتنا سالكه لفوق بنطلعاصل في الدنيا الناس نوعين
ناس بتصدي وناس بتلمعدماغ شغاله مش بتنامدا سبب فشلنا في العلامعربي وافرنجي بنرطنواازميلي تصحي للكلام
مبتزاولش انا برازيمفيش غير فلوس جوا راسيفركه دايره مع الڤودكالو فـ ايدك چوب باصيبيني وبينكو ييجي ميل
You know I always keep it realمبثقش فـ اي عرصملناش اسياد ملناش كبيرخرطوش وحي ازاز وفتيلومحدش ليه عليا جميلولو عـ الحق مفيش سماح
انشالله فـ سبيله اروح قتيلانشالله فـ سبيله اروح قتيلانشالله فـ سبيله اروح قتيلوقعت معايا هتستغيثتسمع مني هتستفيد
في دماغي وسواسسوالي ظني بالناساتعاملنا بحسنه نضفنا نفوسناواتاري العيب مـ الناسواتاري العيب مـ الناسبنتونس بالليل
واتاري العيب مـ الناسومش واقفه علي حدواتاري العيب مـ الناسايام وبنعيشها
واتاري العيب مـ الناسومبتقفش علي حدمبتزاولش انا برازيمفيش غير فلوس جوا راسيفركه دايره مع الفودكا
لو فـ ايدك چوب باصيبيني وبينكو ييجي ميلYou know I always keep it realمبثقش فـ اي عرصملناش اسياد ملناش كبيرخلاص مفاضلش مني غير شويه حطام
لو اوزوريس حاسبني قلبي هيوزن جراممختارتش كده بس اشطا اهو دوا اللي صاردوا اللي صاراهو دوا اللي صارمتستناش اشتريك
لو فضلت مستني هتقضي عمرك انتظارعينيها زي شبابيكقالتلي نط قولتلها بس دا اسمه انتحاردا اسمه انتحاردماغك هتجيبك تيجي علينا يبقي اسمه انتحار
نزربحوها ونعمل زارونعمل علي قدكو جنبينا مجال للصغارالعيب مكنش فيهم انت بس اللي حسيتمحدش هيقدر علي نفسك كام مره جيتياما انا اتلدعت وعمري وربك ما قليت
اصلي اتعاملت وبالرفض اتقابلتوعمري وربك ما قليتعمري وربك ما قليتعمري وربك ما قليت",0
مروان بابلو,"اللازمهالدنيا والعه برا وجوايا نفس الشيءبيلعبوا بيها ماريونييتهي تلوم عليا تقولي اصل انت اللي بتملكل مانرجع نلاقي نفس العيب
المقطع الاولايدي فايدكفين هتروحي وانا اجيلككل عناوينك Send MeWeeknd ولا اي RB
Weedy زميليCeiling يودي فوق ولا ايTRex نيزك ولا ايFeeling طاقه من غير ايفي ايه في ايهنقلب المعامله هنا ميريSIRI كبروا بقي يردوا زيPique انا رونالدو ولا اي Bitchفي ايه في ايهسيبي نفسك بصيليFeelings موت كل الـMeanings عشان مش لاقيه الـاللازمه التمهيديهمتميزش ايه الاصليافلام كتير ودوا حصريمش هتلاقي المعني غير في بطنيقلبي فضي دوا مطليمش هتعرف فين مصادريبتعلم لما بتخبطني
اللازمهالدنيا والعه برا وجوايا نفس الشيءبيلعبو بيها ماريونييتهي تلوم عليا تقولي اصل انت اللي بتملكل مانرجع نلاقي نفس العيب
الجسرالاقي فيها نفس العيبالاقي فيها نفس العيبالاقي فيها نفس العيبالاقي فيها نفس العيب
المقطع الثانياطلق صراحه زي الطيرFair عشان تكون اللعبهمتبقاش في الشتا زي الصيفزي العمله اللي بوشينMy Show دوت
Niggas cant stop my glowImma die for my brosFact عندي ايمان ايوه ديBag مش هنام غير ومعايا الـRacks on racks bless on bless
Pablo young boss which is gonna be stressedFact nigga i am mean برضو ديولسه اي معووج بنشوط فيهNigga i am still alive الحمد للهOG كلها كام سنه وهبقيSmoke to Fly Im The ManFuck You if You Trynna Jugde Me
اللازمه التمهيديهمبتميزش ايه الاصليافلام كتير ودوا حصريمش هتلاقي المعني غير في بطنيقلبي فاضي دوا مطليمش هتعرف فين مصادريبتعلم لما بتخبطني
اللازمهالدنيا والعه بره وجوايا نفس الشيءبيلعبوا بيها ماريونيتهي تلوم عليا تقولي اصل انت اللي بتملكل ما نرجع الاقي نفس العيب",0
مروان بابلو,"سنه جديدهوانتي لسه في مخي ثابته زي الموناليزاايه ايه
صحي النومما نمتش من امبارح طول الليل في السما سارحSounds Cliche انا عارف بس Realسنه ريحتها فلوسريحتها خمره ريحتها دروسجات سليمه ومش محبوس الحمد للهطول ما بنام شبعانحد غيري كان جاله جنانراضي بقدري ومش زعلانانا Blessedمفيش وقت يضيعهنا مفيش مزيفينواي مزيفين هبيعوعلي الله
كله علي اللهبكره وبعده مش في ايدياصاحبي سيبها علي اللهيا اخي سبحان اللهمفيش رزق جاه بالعافيهمفيش حب بالاكراهبيبي انا Starمفيش نومفي حساب في البنكعايز املاه اصفارالدماغ في الجول
Please dont kill my vibeمش عايزك on sightBitch انا في الـ Zoneفكك من اللي فات قضيها لف ودورانروحي صاحبي السندبادانا مش شايفك في مستقبلي مش هخبياحقد مهما تحقد انا مش هحرق لك في دميI feel like Im the best one who ever did itYeah yeah yeah
ما نمتش من امبارح طول الليل في السما سارحSounds Cliche انا عارف بس Realسنه ريحتها فلوسريحتها خمره ريحتها دروسجات سليمه ومش محبوس الحمد للهطول ما بنام شبعانحد غيري كان جاله جنانراضي بقدري ومش زعلان
انا Blessedمفيش وقت يضيعهنا مفيش مزيفينواي مزيفين هبيعوعلي الله
كله علي اللهبينا الشغله وسعت بينانفسك تبقي منا في الشارع تمشي وسطيناما تعشمش نفسك هتتعلق زي الزيناIm the oneShe know Im the oneعملت wave وعايزين يركبوهاصاحبي اصحي صاحبي فوقركز مين بيسوقايتعملي شارع باسمي بعد لما اموتده مش وهم ده الطموح
عندي طاقه ايجابيهعندي صحاب كتيره ومءذيهمش من مصر انا من اسكندريهالسنه دي انا هاخدها ليا
صحي النومما نمتش من امبارح طول الليل في السما سارحSounds Cliche انا عارف بس Realسنه ريحتها فلوسريحتها خمره ريحتها دروسجات سليمه ومش محبوس الحمد للهطول ما بنام شبعانحد غيري كان جاله جنانراضي بقدري ومش زعلانانا Blessedمفيش وقت يضيعهنا مفيش مزيفينواي مزيفين هبيعوعلي الله",0
مروان بابلو,"Brrr brrrr brrrrrr brrrr BrrrrBrrr brrrr brrrrrr brrrr BrrrrOouuuuBrrr brrrr brrrrrr brrrr BrrrrBrrr brrrr brrrrrr brrrr BrrrrOooouuuu
اه ايه الكلام و ايه النظامخبطت في العربيه برجلي كسرت الاكصدامبس بسال ب احترامهو اسم الاكصدام جي من كلمه صدام 
اصل في تساولات مش لاقيلها مسببات مفيش هيل ده انت كات بس انا فوقصايع فشخ في الاسكيمات اللي بات يا زميلي مات عامل حفله في الاستاد هغني جول
هغني جول انا و سانتاالBun زي التانداميفرقليش الساندهبشوط
الهيد من الهولانداForever Wakandaالدنيا دي بتعاندكفا فوق
ايه ده بقي ايه ده بقيايه ده بقي ايه ده بقيايه ده بقي ايه ده اوه اوهايه ده بقي ايه ده بقيايه ده بقي ايه ده بقيايه ده بقي ايه ده اوه اوه
و كل حد مجرب رد فعلي لما اتغاشمعندي عيب بتلخبط ديما بين هشام و هاشمحققت كذا بطوله بطولي و لسه شاب ناشءهتلاقي اي حاجه فيها مكسب ميمو راشق
تحديدا هيتس و مازيكاو البيت ده هيت من سيكافلوهاتي جديد فابريكابتببل هات البابريكاهنفايرال يسطي في امريكاحارق اخصامي زي شيكاعلي يا زميلي زي ويكاعلم يا زميلي زي و يكند
و او اوه تقيل علبيت مش ويني بوولابس شيك يا زميلي ولبسي ده بيقلدوهفانزي عودوني فانزو هو عوروهلو المجال ده مايل انا و بابلو نعدلوه
و كل ما ننجح الاخصام بتنبحو كل مانلمع السكاكين دي تلمهو زي تيتو انا عظبطيتوو رد فعلي ديما نفس الكلمه
Brrr brrrr brrrrrr brrrr BrrrrBrrr brrrr brrrrrr brrrr BrrrrOouuuuBrrr brrrr brrrrrr brrrr BrrrrBrrr brrrr brrrrrr brrrr Brrrrقول يا بابلو
قلمي رصاص ببريهلو جت في ستايل انا اكيد بـ freeكينج و عارف انكو عارفيناشتات اشتوت اشباح يا شقيقاستشلحكم اوفرليلا عاش ولا كان اللي يعكرنيزميلي انا بوب بوب بوب زي مارليbitch i go skrt
دوست عليكو مقصودشيفلوهي عالصح و الصح عالكوتشيعماله بتلك مبتسكوتشيو بعد كل دا رديت بايموچيلو لعب الزهر زي شيبههخش باكبر الماظه عالحبيبهو حبنا يولع في الدره تقوم حريقهرجعت الملعب ملقتش في لعيبههما راحو فين
و لسا ثابت علي المبداءكل اللي عملو دا عملته و انا ببداءمش عارف انا افرق مين فيكو ارداءمين فيكو كنكه و مين فيكو جردلو مش سهله انك تيجي في مكاناياما كلنا اشبهكم مش ازمه و عالجزمهقافش ارنب زميلي شوفلك كلبهرنيتو علقه و دا صوت الرنه
Brrr brrrr brrrrrr brrrr BrrrrBrrr brrrr brrrrrr brrrr BrrrrOouuuuBrrr brrrr brrrrrr brrrr BrrrrBrrr brrrr brrrrrr brrrr Brrrr",0
مروان بابلو,"كلمات اغنيه بربري مروان بابلو
سايق الالماني  لا ابالي
تكلكعو اسلكم بالالي
بتضطروني اديكم العالي
ياللي بتتـ بلدك دعيالي
عارف انك صورم و اناني
نفسك تطلع تيجي في مكاني
بس انا في الساحه همجي و بربري
متجيش عالسكه متجيش قدامي
متجوش عالسكه انا هارشكو
كشاف علي عينو اتفو علي وشه
احنا الدهب اشباهكم قشره
انت تفتح بءك بس اما نسكت
جندي و ربك مخليني فارسهم
عيال معوجه محبش مجالسهم
انا راجل دغري عايز التمن ارقام
انا في التوب قولي ليه انافسهم
احنا لو بالفزبه برضو هنسبق
نمشوها فرده علي المرور
و دا مش ديس لا العيال دي ششنه
كلوز اپ سيجنال مبينضفوش
نفوسهم عكره كاتب ليسته
كل اليسرق هنسلخوه
كيشت بكارت الڤيزا
جبت عربيه جديده
و مش بابي الاداني الفلوس
سايق الالماني لا ابالي
تكلكعو اسلكم بالالي
بتضطروني اديكم العالي
ياللي بتتـ بلدك دعيالي
عارف انك صورم و اناني
نفسك تطلع تيجي في مكاني
بس انا في الساحه همجي و بربري
متجيش عالسكه متجيش قدامي
بربري بربري مجيش عالخالي
علي وضعنا و البساط احمدي
المنطقه دعيالي المدينه دعيالي
و اللي ركبو الويڤ دول يبقو عيالي
انت بزمبلك no مش challenge
تجري و هتقابل شنكلي
في ارض الواقع انتم هلاهيل
و كلها فاهمه انك شو و فنجري
عالهادي عالهادي
انت رخيص اصاحبي معايا سعرك
زميلي قولهم ان الحك مش مهنه
الفلوس بتزيد الغل بيظهر
و كله علي الله
زميلي الالبوم عالنار ناقصه التتر
الموضه بتاعتكو دي قديمه و بطلت
مش بتفهم في الاصول ليه بتكرت
مانتو لو عايزني هتلاقوني
سايق الالماني لا ابالي
تكلكعو اسلكم بالالي
بتضطروني اديكم العالي
ياللي بتتـ بلدك دعيالي
عارف انك صورم و اناني
نفسك تطلع تيجي في مكاني
بس انا في الساحه همجي و بربري
متجيش عالسكه متجيش قدامي",0
مروان بابلو,"انت عايش عالوهم 
انت عايش ف حوار
هكسرك ف الملعب 
مش هينفعك شنكار 
من اول جوله وبتخرج
بطل تفرك
في بحرنا انت الطحلب
والناس كلها عارفين
بجيب دماغكو بالاوردر
هيدشوتس بالكومبو
علي اسمك دا انا بشطب 
عليكو احنا رادمين
Ghost
عليكم بضحك من بعيد 
انت والتاني في فقرات 
برش عليكم المبيد 
اكني مكافحه حشرات
بعمل الموج انا المحيط 
رشيت ميه عل المهرجان 
انا كمان بجيب م الاخر 
علشان مليش طقطان 
Yeeaaahhh
بعلي البارات 
ونا بكتب بارات 
بحضوري بكهرب الجو 
عشان انت بجد فصلا
Yeeaaahhh",0
مروان بابلو,"القمه تخصني اكن في يدك دبله
فلو هي زي الابره البيت ده تريكو
مسابق بسنين ضوءيه مش هتقرب ليا
مش هتشوفني حتي بتلسكوب
عندي  ستايلات قديمه وستايلات جديده
عندي كل حاجه زي المول
فوقلي وتعيشليش الدور
انت مش جد يا سليكون
معروفين دوغري
يوم ما فيش كاب احنا مسيطرين قبل ما
تتكلم وتجيب باجح قل لي انت مين معلمين
بس ربع كم عشان كده احنا معلمين سابت
وساعات جميل بس لسه هيقدر تقيل
اللمبي يرفع حد اللي
شبهك يا زميلي قليل شو انت ولا
الثاني ياض وفوق بس في الهالوين",0
مروان بابلو,"Flame
اللون دا مش لونك
شوفلك شكل تاني ي برو
الافضل علي الاطلاق
بينادوني يقولولي ال G O A T
عملنا ميوت ل صوتك
عشان خلقي بقا يدوب
تيجي تسوقهالي بالصوت
علي بوقك ب ايديا دول
بدوس عليك من غير اي سبب
زي زرار ال Home
Alpha
Ok
جيت ف وقتك
دا انا عايز اجيب
حد دلوقتي
عشان نشوف
مين ال G O A T
ومين جروف
بقرمش لحد العضم
بتجيلي بفرمتك
بالظبط زي الهارد
مبتطربناش
بس ينفع تبقي طرب
ف الشرق او ف الغرب
مش بتبطل فرك
مش جاي للشهره
لا
انا جي للظبط",0
مروان بابلو,"ناس فوق  ناس تحت
حاولت كتير
ناس فوق  ناس تحت
هي كدا بتمشي
هي كدا بتمشي
ولا اي ديب ويب
بيبي انا من المجاري
مبنمارسش اي رياضه
هنا بنجري من الاتاري
اخدناها مشي لمدارس
خريجين و عالعادي
ملقتش لزمه لشهاده
هتلاقي الفركه بتنادي
كلاب جعانه و برشام
هنا الدنيا مش ورديه
لو هلفط في الكلام
وشك هيصبح لوحه فنيه
هنا كلو علي الله
وربنا مش بعيد
العيال عند الجامع
مستنيه هدوم العيد
ما في حيله بالايد
قولي نشكي لمين
سنين هتيجي سنين فاتو
و الايام بيتعادو
شباب لابسها عفريت
دور حكايه للصيت
عالامه بالفرش واقف
بجيب المم للبيت
بجيب المم للبيت
عالمصالح لفيت
جمعيه في جمعيه
بكون نفسي مش عيب
مفضلش حاجه في الجيب
مفضلش حاجه في الجيب
يوميتي رايحه عالكيف
مبشغلش بالي بالغيب
من الفقر مليت
من الكبت غنيت
ناس فوق  ناس تحت
هي كدا بتمشي
ناس فوق  ناس تحت
هي كدا بتمشي
هي كدا بتمشي
ناس فوق و ناس تحت
هي كدا بتمشي
هي كدا بتمشي
ناس فوق و ناس تحت
محدش فينا بيختار
هي بتيجي بالبخت
مفيش قبليها انذار
خلاص ازميلي اتحطيت
اهلا بيك في الواقع
هنا الشغله عالبايظ
هنا الدنيا بتضاجع
بيضه وصبر ونيكوتين
مبنسالش ليه عيشين
حياتنا ماتش الدنيا دوري
كولوباترا الراعي الرسمي
استروكس و ليرولين
ع الرصيف متكومين
الاولي صاحبي الي عزمني
التانيه شيطاني الي سحبني
كده كده الدنيا غابه
متستغربش الكءابه
مين في الدنيا حس بينا
اسءله كتير ملهاش اجابه
الي تحت مش هيفيدك
ولو الي فوق مديتله ايدك
الحاجه الوحيده الي هتطلع في الدنيا دي هي دينك
كده زميلي جيوبنا فاضيه
وهنروح وجيوبنا فاضيه
ماهو ده حال الدنيا
حبه عاليه وحبه واطيه
بس انا يا صاحبي مش هحل
هجيب اخرها ومش همل
في الزنقه ديه انا هسد
صدقني يا صاحبي مش هحل
ناس فوق  وناس تحت
هي كدا بتمشي
هي كدا بتمشي
ناس فوق  ناس تحت
هي كدا بتمشي
هي كدا بتمشي",0
مروان بابلو,"الحب فين اللي بتسهروا له الليل
وبعدين لحد امتي حدور عليه
بقيت افكر بالساعات
هو انا كبرت ووقتي فات
ولا مشاعري خلصت وقلبي مات
راضي بالمكتوب انا دايما راضي
صابر من لما كنت صبي
فتحت لقيت الوحده قصادي
فحولت حياتي لمونولوج
ملقتش للبشر كاتالوج
زهره الشباب مليانه شوك
وبحر احزاني كله موج
حقيقه كان لازم قلم للقصيده
عاملت عقول كانت مريضه
الغدر في مليتهم كان فريضه
والقلب جريح احاسيس دبلانه اكنه فصل الخريف
لا بياثر ذم ولا بياثر مديح
والمسكنات مبتوقفش النزيف
الحب فين اللي بتسهروا له الليل
وبعدين لحد امتي حدور عليه
بقيت افكر بالساعات
هو انا كبرت ووقتي فات
ولا مشاعري خلصت وقلبي مات
في وحده وصراع في الليل والصباح
داء بدون لقاح مركب بدون شراع
الحب فين قولوا له اني بسال عليه
المتاهه دي اخرتها ايه
لو نده كنت رديت
الدنيا جابتنا الدنيا ودتنا
في لحظه هزتنا في التانيه رستنا
لو مشاعركوا حقيقه بجد كانت شدتنا
بطلنا نحبوا في اللي بيموتنا
رفضت اسيب روحي للمخدرات
رفضت ادي طاقتي للمزيفين
فوقت و عرفت ليه ملقتش اجابه
عشان كنت مش بسال غير الكدابين
الحب فين اللي بتسهروا له الليل
وبعدين لحد امتي حدور عليه
بقيت افكر بالساعات
هو انا كبرت ووقتي فات
ولا مشاعري خلصت وقلبي مات",0
مروان بابلو,"جيت من اللاشء
زميلي قولي في ايه اخاف عليه
بصرف الشيك وابعد عن العين
الدنيا دايقه الدايره زيها
السما سقفنا دا المتفق عليه
محدش هيقدر قد ايه عنيت
مع ذلك مش فارقه 
مين كان يصدق
تلف الايام وعلي نفس المبدا
خلاصه الكلام متغيرنيش الماده
محدش شافنا غير ولازم يبرق
سنين بنغرب واتارينا بنشرق
من كتر المشي كانت رجلي بتشقق
يا كتافي شيلي شيلي شيلي
يا قلبي انسي النسيني
يا عين بوصيلي ولا تاذيني
زيدي زيدي زيدي زيدي
يا بركه زيدي زيدي زيدي
انا الامي بتدعيلي
وربي بس البيديني
بجبها مستناش تجيلي
الشارع هو المربيني
ملقتش حد يعديني
كله كسر كله صيني 
وعالعادي يابا
كل دولا كوم وانا كوم
دون زي فيتو كورليون
المشاعر بقت فريون
كنا تحت الارض وبقينا 
فوق فوق فوق
جيت بصيت ملقتش حد جمبيا
مش فارقه معايا مين الجاي بعديا
الكذب بيخنقني اكني لابس بولستر
الكذب عالفيسبوك علي توتير وانستا
مايسترو جيلي المجال قالبو اوركسترا
اخصام كتير مش لاقي مكان جوا الليستا
اه وشغالين الاستهتار مبيجبش الجنيه
عمر الاندال ما يفتكروا الجميل
والمءمن عمره ما يلدغ مرتيت
بارونيا من كتر المزيفين
يا معايا يا ضدي مفيش بين البينين
لاخر نفس انا هحمي العرين
كبر المجال وبقا اوبن بوفيه
في لحظه نقلبها فيلم اكشن
من غير ما اجذ بون ما اتنشن
ابطال الشو لو مش مترجم 
محدش بيسوق لما انا بركن
سايحين في بعض شباب بلاستيك 
تركبو الWave عليكو اردم 
صعب اتشغل سهل اشغل
وعالعادي يابا
كل دولا كوم وانا كوم
دون زي فيتو كورليون
المشاعر بقت فريون
كنا تحت الارض وبقينا فوق
young legend made it this far 
ابلعلي ريقك 
كان نفسي بارات اغانيكو
تكونو عايشنها في الحقيقه
بفكركو لو نسيتو 
اسمي في التاريخ وصعب تشيلو 
وحنا ماشيين كنتو انتو جيتو
الشغلهخالصه برو finito
مبنعاشرش ملوثين
متشوفناش مريلين
نصبروا عليها بالسنين
قصاد الفاميلي تولع الملايين
this is how to be a king
كل دولا كوم وانا كوم
دون زي فيتو كورليون
المشاعر بقت فريون
كنا تحت الارض وبقينا فوق",0
مروان بابلو,"السلام عليكم اظهر يا مختفي
الصوره مش واضحه بس مش هتفرق
فاكرينها بالحظ جت عشان ببتسم
كل التماثيل هتكسر
في وشك اصارحك انا مش حتكسف
الشياطين عماله تزن في ودني
كلامكو كله مثير للشفقه
اول ما جيت حلت البركه
طبقنا طابق علي طبقك
دوا حقي دي مش صدقه
حلك مني عشان انت عطله
مشفتكوش ايام الحاره
ايام ما سهرنا تحت المطره
ايام الاكشن والاثاره
مش محتاج لـ invitation
بابلو villain ده invasion
حط المدينه عل rotation
معايا حل الـ situation
صباع للhaters
وبكده اكون خلصت الـ mission
اقتلهم واحد ورا واحد
زي final destination
كبرنا فهمنا خسرنا وكسبنا
دايما حاضرين مهما غيبنا
الفقر شوفنا والقحط عشنا
ربك بيعوض الحمد لله
لو عالنوع فريد سالك مش بكيد
صاحبي الدنيا دي مبتنصرش البرء
عشان البشر جم وسنوا القوانين
تقع تاني تقوم وتقول هل من مزيد
ده الموضوع وديا الغريزه
بايدك وسنانك ومتحلش الفريسه
وفي قلب الوحل لازم تلاقي الميزه
بقينا عايشين اكننا جوه غابه
غابه  غابه",0
مروان بابلو,"زميلي دي صحابي ومبتقصرش
زميلي دي الفوره ودوه الماتش
زميلي دي اجازه متتعوضش
 معايا المكنه مبتبطلش
في ناس كتير بالهيله
سايح انت مش علب 
عوق ده مش درويل
في منكوا كتير بالشيله
 حاطين عليكم ده الفرق
قاعدين بنصنع المجد
قاعدين نكسر في السد
الفكر بس في الوقت
مفيش حد الحب جالب
 مفكر روحك كلم سالي
هفرغ امعاءهم دي بالالي
 وابقي الطالب المثالي
Beast mode automatic
Beast mode 
انت هالك
بوسعلك المدارك
مقصرتش كله عارف ده
كله عايز سيط عايز بيت
بابلو ومولوتوف on the beat
عايز تاكل ايه انا الشيف 
طبق النهارده ديناميت
Bitch rockstar ع البيت
زميلي rockstar ع البيت
زميلي ده فلو بالملايين دق ومراجيح قلبنا الموازين ياه
زميلي انا cool انا peace ومعايا الكيس نادوا المساطيل ياه
انا مسعور ع البيت انا كلب انا شيك ومعاها ف سريرك
كسرنا التماثيل ومفيش معاتيه زينا بتذيع
 الرءيه هباب
كله مفيش حساب
انا تلفان  روحوا قولوا للشباب
عرفوهم اني لو نزلت الحلبه معاهم هاخد الحزام 
هوقعهم بالكلام 
هحاربهم بالسلام
مع ذلك انا جرم جرم جرم
 محدش فيهم جرم جرم
عرفوهم اني جرم
جرم  جرم  I am a
كلهم fake
صحبي اديني السلاح
عشان هصطاد مع الكلاب
واجري وراهم واطاردهم
في كل ف حته هطاردهم
ف كل حته كدمات
الحرب سايبه علامات
عايزيني اعمل زي الناس
عليهم بعمل زي الناس
مليش ف السكك الشمال
زي الجود وزي الباد
 زي الڤودو وزي الماد
الشمس اصلا كانت فلات 
زي الهود وزي الهاش
انا شارب زي الكاس
محدش فيهم جرم
عرفوهم اني جرم 
جرم  جرم  I am a",0
مروان بابلو,"بتخفف الالام
ناديها بكيتوفان
Trap مسحول جوا
المايك جنب اللاب
بتخفف الالام
ناديها بكيتوفان
Trap مسحول جوا
المايك جنب اللاب Oooh
Free لو تتجنن تبقا
Free لو تتجنن تبقا
Free لو تتجنن تبقا
Free لو تتجنن تبقا
Free لو تتجنن تبقا
Free لو تتجنن تبقا
نسوقوا الدنيا للمريخ
نسوقوا الدنيا بدون بنزين
Free لو تتجنن تبقا
Free لو تتجنن تبقا
رجل علي الحاقدين
والرجل التانيه علي الـscene
لو تتجنن تبقا زميل
لو عايزها اخدها قبليك
CV عايز تيجي هات
Repeat شغل تراكي عالـ
Repeat شغل تراكي عالـ
بغبغنات عايزين نشيد
صاحبي هو دا الجديد
مولوتوف علي الانتاج  You know what it is
حضرلي كاس حضر نبيذ دا اخر نداء
محتاجين معليات
احنا حجر الاساس
انا في دلوقتي بكرا فات
انا في دلوقتي بكرا فات
كدا كدا ميتين
كدا كدا مسيكبين
كدا كدا دا الروتين
دماغ شغاله مش بتنام
سبرتو اصاحبي مفيش كودين
سبرتو اصاحبي مفيش كودين
عالسباق معديين
عالشهاده خريجين
بس لسا كويسين
و الحساب دا يوم الدين دي قله الذوق
I dont know
Imma do it do it do it do it do it do it
Till I die you know
Till I die and you know
Im getting the zone
Nigga please dont hate Please dont hate
Engineer حاول متملعنش لاني في الشغله ديا
هنتسحل في الطريق
هندفن في السرير
الجنه فيها حاجات كتير
الجنه فيها حاجات كتير
Free لو تتجنن تبقا
Free لو تتجنن تبقا
رجل علي الحاقدين
والرجل التانيه علي السين
رجلي علي وش الحاقدين
Free لو تتجنن تبقا
Free لو تتجنن تبقا
امضي ازميلي علي الشيك
امضي ازميلي علي الشيك رجلي علي وش الحاقدين
Free لو تتجنن تبقا
Free لو تتجنن تبقا
نسوقوا الدنيا للمريخ
نسوقوا الدنيا بدون بنزين
Free لو تتجنن تبقا
Free لو تتجنن تبقا
رجل علي الحاقدين
والرجل التانيه علي السين
انا وصلت لفوق انت فين
مش شايفكو
زي النهر عادب
بتخفف الالام  يو
ناسي اسمها ايه
ناديها بكيتوفان  يو
Now مش فاضيلك
يو Trap مسحول جوا
هضحي بوقتي كله
المايك جنب اللاب يو
معمل زي زويل الفيزيا عندي كيف
لو سالوني ليه الفن عندي دير
Nigga  I dont care مش هقول ديسات
بابلو بكرا مات مش هتلاقوله دوبلير
و متقوليش راب
انا الراب
Fact حارق ناس كتير كدا نجاحي
Pact موت كل الناس مش محتاج لــ
Act الشيطان وسواس مش محتاج لــ
اوريه للناس صاحبي احنا كلاب
بس كلاب المجد غير كلاب الفجر
بتكرهني بس عشان انا مرايتك
مع نفسك مفيش اضافه beef بتـ
مع نفسك مفيش اضافه beef بتـ
بغني بس الانا عايشه
Yeah
انا مش رابر انا بيكاسو انا مش رابر انا بيكاسو
Yeah",0
مروان بابلو,"الطاقه خلصانه ودماغي عطلانه بستينج طك طكالطاقه هايبره طك طك طاقهوسع جالك البطل يسطا انا عندي ارادههتطلعني القمر طك طك اشحنطاقتك فوق طك طك جري
طك طك طك يلاطك طك اشحن طاقتك فوق طك طك جريطك طك خلصت انا بدريطك طاقتي انا مبتخلصشياستينج مدبلر يومي ما انا لسه مجبتش اخريلو فصلت وبتخلص طاقتك
خد استينج واشحنها في طك طكاي تريب ده بيخلص طك طكيومك يومين مش هتخلص طاقتكانا واخويا ساندلنا مشوفناش واحد فيكوا
احنا الطاقه في الطالع وانت الطاقه في الزيرواستينج فانت دبابه من غيرها انت مش هيروالواد ده نفسه يبقي زيك هات ستينج واديلواشربت استينج just بدات اليومفيا طاقه دي تهز الكون اخدها جري من هنا لليونطاقتك فل وده خامس جون
طك طك طاقه وسع جالك البطليسطا انا عندي اراده هتطلعني القمرطك طك اشحن طاقتك فوقطك طك جريطك طك اشحن طاقتك فوق طك طك جري",0
